disease_cui,rid_caller_caller,rid_caller_caller,snomed_code_caller,Terms_caller,rid_caller,Number of diseases,rid_caller,snomed_code,Terms,rid,Number of symptoms
C0042798,1244,217.0,87537003.0,Chromatic aberration of vision,235.0,2.0,34,7973008,Abnormal vision,106,3
C0042798,1244,217.0,87537003.0,Chromatic aberration of vision,235.0,2.0,1575,246635007,Dim vision,106,3
C0042798,956,622.0,131182003.0,Visual alteration,30.0,9.0,34,7973008,Abnormal vision,106,3
C0042798,956,622.0,131182003.0,Visual alteration,30.0,9.0,1575,246635007,Dim vision,106,3
C0042994,77,644.0,67882000.0,Pruritus of vulva,705.0,1.0,1266,5089007,Disorder of vulva,274,2
C0042994,1245,114.0,46500003.0,Dryness of vulva,534.0,1.0,1266,5089007,Disorder of vulva,274,2
C0042996,2123,272.0,289479001.0,Inflammation of vulva,401.0,1.0,1164,63144007,Vulvitis (disorder),1436,1
C0043037,957,154.0,240598006.0,Penile warts,103.0,4.0,1717,57019003,Verruca vulgaris,579,1
C0043046,359,420.0,238108007.0,Cachexia (finding),110.0,4.0,1381,288517002,Wasting disease,689,1
C0043345,646,472.0,16386004.0,Dry skin (finding),784.0,1.0,789,52475004,Xeroderma (disorder),1500,1
C0043352,1246,172.0,235130007.0,Drug-induced xerostomia,535.0,1.0,226,56893005,Hyposecretion of salivary gland,1536,1
C0043352,1246,172.0,235130007.0,Drug-induced xerostomia,535.0,1.0,1319,87715008,Aptyalism,1536,1
C0079035,1525,508.0,240299002.0,Fetal bradycardia,488.0,1.0,1609,421869004,Bradyarrhythmia,1245,1
C0080040,1247,740.0,206772005.0,[D] Post polio exhaustion,679.0,1.0,23,31097004,Post poliomyelitis syndrome,903,1
C0085096,1248,92.0,11975007.0,Paroxysmal vascular dilatation,680.0,1.0,1401,400047006,Peripheral vascular disease,332,2
C0085096,1814,291.0,428171009.0,Pain at rest due to peripheral vascular disease,236.0,2.0,1401,400047006,Peripheral vascular disease,332,2
C0085109,958,283.0,246925003.0,Vascularization of cornea,214.0,2.0,509,19161004,Corneal neovascularization,1202,1
C0085179,2124,411.0,22253000.0,Pain (finding),2.0,136.0,1033,95416007,Eosinophilia myalgia syndrome,1610,1
C0085273,959,618.0,444827008.0,Erythema of skin,3.0,89.0,1525,34730008,Erythema infectiosum,732,1
C0085273,959,830.0,86735004.0,Erythematous condition,3.0,89.0,1525,34730008,Erythema infectiosum,732,1
C0085417,1815,561.0,91175000.0,Seizure,1.0,169.0,1262,407675009,Complex partial epileptic seizure,258,2
C0085417,1815,561.0,91175000.0,Seizure,1.0,169.0,1485,361123003,Psychomotor epilepsy,258,2
C0085417,647,623.0,29753000.0,Partial seizure,10.0,22.0,1262,407675009,Complex partial epileptic seizure,258,2
C0085417,647,623.0,29753000.0,Partial seizure,10.0,22.0,1485,361123003,Psychomotor epilepsy,258,2
C0085541,2125,561.0,91175000.0,Seizure,1.0,169.0,983,230394006,Frontal lobe epilepsy,1116,1
C0085543,1526,561.0,91175000.0,Seizure,1.0,169.0,246,241006,Epilepsia partialis continua,333,2
C0085543,1526,561.0,91175000.0,Seizure,1.0,169.0,1567,193017009,Kojevnikov's epilepsy,333,2
C0085543,1249,623.0,29753000.0,Partial seizure,10.0,22.0,246,241006,Epilepsia partialis continua,333,2
C0085543,1249,623.0,29753000.0,Partial seizure,10.0,22.0,1567,193017009,Kojevnikov's epilepsy,333,2
C0085580,960,204.0,23130000.0,Paroxysmal hypertension,186.0,3.0,1557,59621000,Essential hypertension,887,1
C0085622,360,648.0,442413005.0,Transient monoplegia,658.0,1.0,38,86022000,Monoplegia (disorder),309,2
C0085622,361,804.0,79520009.0,Monoparesis (disorder),467.0,1.0,38,86022000,Monoplegia (disorder),309,2
C0085623,1816,610.0,52559000.0,Motor dysfunction,90.0,4.0,1273,33994004,Akinesia,217,2
C0085623,1250,,,,,,1273,33994004,Akinesia,217,2
C0085642,1527,360.0,398979000.0,Pale complexion,34.0,8.0,1049,238772004,Livedo reticularis,1246,1
C0085648,1251,303.0,300861003.0,Mass of musculoskeletal structure,29.0,10.0,905,240205003,Synovial cyst,1224,1
C0085659,78,618.0,444827008.0,Erythema of skin,3.0,89.0,583,50610002,Erythema marginatum,1459,1
C0085659,78,830.0,86735004.0,Erythematous condition,3.0,89.0,583,50610002,Erythema marginatum,1459,1
C0085920,2126,411.0,22253000.0,Pain (finding),2.0,136.0,767,76691009,Brachial plexus neuralgia,647,1
C0086588,79,537.0,371597004.0,Emaciated,510.0,1.0,1480,29740003,Nutritional marasmus,380,1
C0086666,648,429.0,194828000.0,Angina,9.0,23.0,1320,4557003,Preinfarction syndrome,166,2
C0086666,648,647.0,225566008.0,Ischemic chest pain,9.0,23.0,1320,4557003,Preinfarction syndrome,166,2
C0086666,1528,411.0,22253000.0,Pain (finding),2.0,136.0,1320,4557003,Preinfarction syndrome,166,2
C0087012,649,364.0,20262006.0,Ataxia (finding),150.0,3.0,1289,129609000,Spinocerebellar ataxia,556,1
C0149778,1252,265.0,14310000.0,Purulent nasal discharge,36.0,8.0,640,95880003,Soft tissue infection,594,1
C0149778,1252,582.0,8442000.0,Purulent rhinitis,36.0,8.0,640,95880003,Soft tissue infection,594,1
C0149797,1529,442.0,397320006.0,Disorder of umbilicus,18.0,12.0,891,200724002,Umbilical granuloma,608,1
C0149875,80,411.0,22253000.0,Pain (finding),2.0,136.0,510,65754002,Primary dysmenorrhea,199,2
C0149875,81,8.0,361280008.0,Spasmodic dysmenorrhea,126.0,3.0,510,65754002,Primary dysmenorrhea,199,2
C0149931,1253,156.0,25064002.0,Headache (finding),4.0,59.0,468,37796009,Migraine (disorder),1067,1
C0149940,362,194.0,23056005.0,Sciatica (disorder),39.0,7.0,1299,52585001,Sciatic neuropathy,1153,1
C0149942,650,737.0,16110005.0,Ophthalmoplegia (disorder),23.0,11.0,559,427943001,Diabetic ophthalmoplegia,557,1
C0150055,1817,123.0,14150005.0,Alteration in comfort: chronic pain,553.0,1.0,1521,82423001,Chronic pain (finding),18,7
C0150055,363,603.0,111985007.0,Chronic abdominal pain,516.0,1.0,1521,82423001,Chronic pain (finding),18,7
C0150055,651,790.0,237067000.0,Chronic pelvic pain of female,367.0,1.0,1521,82423001,Chronic pain (finding),18,7
C0150055,652,717.0,274665008.0,Chronic intractable pain,785.0,1.0,1521,82423001,Chronic pain (finding),18,7
C0150055,364,426.0,207621000.0,[X]Other chronic pain,714.0,1.0,1521,82423001,Chronic pain (finding),18,7
C0150055,961,657.0,102481003.0,Generalized chronic body pains,527.0,1.0,1521,82423001,Chronic pain (finding),18,7
C0150055,1530,391.0,426628005.0,Chronic vaginal pain,261.0,2.0,1521,82423001,Chronic pain (finding),18,7
C0151436,82,232.0,402656007.0,Urticarial vasculitis (disorder),47.0,7.0,138,60555002,Hypersensitivity angiitis,1133,1
C0151514,1818,553.0,134193000.0,Stellate pseudoscar,72.0,5.0,696,399979006,Atrophoderma,623,1
C0151532,1254,95.0,9366002.0,Palatal myoclonus,65.0,5.0,1195,95640005,Disorder of brain stem,167,2
C0151532,653,773.0,307672008.0,Oculopalatal myoclonus,337.0,2.0,1195,95640005,Disorder of brain stem,167,2
C0151594,1531,386.0,267060006.0,Diarrhea symptom,5.0,39.0,1453,95545007,Hemorrhagic diarrhea,1556,1
C0151594,1531,489.0,398032003.0,Loose stool,5.0,39.0,1453,95545007,Hemorrhagic diarrhea,1556,1
C0151740,83,,,,,,149,271719001,Raised intracranial pressure,381,1
C0151744,1532,429.0,194828000.0,Angina,9.0,23.0,672,414795007,Myocardial ischemia,468,1
C0151744,1532,429.0,194828000.0,Angina,9.0,23.0,1317,414545008,Ischemic heart disease,468,1
C0151744,1532,647.0,225566008.0,Ischemic chest pain,9.0,23.0,672,414795007,Myocardial ischemia,468,1
C0151744,1532,647.0,225566008.0,Ischemic chest pain,9.0,23.0,1317,414545008,Ischemic heart disease,468,1
C0151824,654,403.0,21522001.0,Abdominal pain,99.0,4.0,634,37389005,Biliary colic,66,3
C0151824,654,403.0,21522001.0,Abdominal pain,99.0,4.0,1057,102628000,Gallbladder pain,66,3
C0151824,365,721.0,73063007.0,Colicky pain,284.0,2.0,634,37389005,Biliary colic,66,3
C0151824,365,721.0,73063007.0,Colicky pain,284.0,2.0,1057,102628000,Gallbladder pain,66,3
C0151824,1255,331.0,301362007.0,Pain of digestive structure,429.0,1.0,634,37389005,Biliary colic,66,3
C0151824,1255,331.0,301362007.0,Pain of digestive structure,429.0,1.0,1057,102628000,Gallbladder pain,66,3
C0151864,366,753.0,237284001.0,Symptomatic disorders in pregnancy,145.0,3.0,677,173300003,Disorder of pregnancy (disorder),1310,1
C0152027,1819,,,,,,1165,85972008,Sensory disorder,1414,1
C0152091,962,435.0,12584003.0,Bone pain (finding),272.0,2.0,712,77881008,Osteochondropathy,48,3
C0152091,655,134.0,282743009.0,Malignant bone pain,596.0,1.0,712,77881008,Osteochondropathy,48,3
C0152091,1820,36.0,203509009.0,Clavicle pain,803.0,1.0,712,77881008,Osteochondropathy,48,3
C0152097,1256,833.0,79032000.0,Paradoxical diaphragmatic movement,430.0,1.0,1427,48475001,Disorder of diaphragm,73,3
C0152097,1821,120.0,90674006.0,Diaphragmatic tic,444.0,1.0,1427,48475001,Disorder of diaphragm,73,3
C0152097,2127,504.0,95438009.0,Diaphragmatic paresis,813.0,1.0,1427,48475001,Disorder of diaphragm,73,3
C0152110,963,411.0,22253000.0,Pain (finding),2.0,136.0,1558,85007004,Meralgia paresthetica (disorder),275,2
C0152110,84,462.0,247385000.0,Lateral femoral cutaneous neuralgia,105.0,4.0,1558,85007004,Meralgia paresthetica (disorder),275,2
C0152134,656,737.0,16110005.0,Ophthalmoplegia (disorder),23.0,11.0,1709,49823009,Internuclear ophthalmoplegia,419,1
C0152135,2128,737.0,16110005.0,Ophthalmoplegia (disorder),23.0,11.0,1259,69763009,Exophthalmic ophthalmoplegia,648,1
C0152163,1257,61.0,45352006.0,Spasm (finding),28.0,10.0,457,335002,Pylorospasm,595,1
C0152164,367,357.0,332982000.0,Uncontrollable vomiting,175.0,3.0,1723,18773000,Cyclical vomiting syndrome,1311,1
C0152167,1533,213.0,249531009.0,Bowel spasm,77.0,4.0,360,17440005,Anal spasm,773,1
C0152172,1822,429.0,194828000.0,Angina,9.0,23.0,584,59021001,Angina decubitus (disorder),181,2
C0152172,1822,647.0,225566008.0,Ischemic chest pain,9.0,23.0,584,59021001,Angina decubitus (disorder),181,2
C0152172,2129,411.0,22253000.0,Pain (finding),2.0,136.0,584,59021001,Angina decubitus (disorder),181,2
C0152197,1823,81.0,232146005.0,Internal ophthalmoplegia,119.0,3.0,1384,86266009,Total internal ophthalmoplegia,948,1
C0152216,368,631.0,246751009.0,Incomitant esophoria (disorder),314.0,2.0,1392,62176008,Esophoria (disorder),238,2
C0152216,2130,490.0,155196009.0,(Esophoria) or (strabismus NOS) or (ophthalmoplegia NOS),275.0,2.0,1392,62176008,Esophoria (disorder),238,2
C0152226,1824,820.0,193948003.0,Lid retraction &/or lag,554.0,1.0,529,60735000,Lagophthalmos,949,1
C0152227,1826,47.0,139559008.0,Watering or tearing eyes (& [C/O]),392.0,1.0,230,418035005,Excessive tear production,224,2
C0152227,1825,55.0,267094008.0,Has watering eyes,804.0,1.0,230,418035005,Excessive tear production,224,2
C0152227,1825,270.0,420103007.0,Watery eye,804.0,1.0,230,418035005,Excessive tear production,224,2
C0152230,1258,509.0,238690006.0,Persisting cholinergic urticaria,256.0,2.0,237,73098005,Cholinergic urticaria,276,2
C0152230,85,239.0,238691005.0,Cholinergic pruritus,308.0,2.0,237,73098005,Cholinergic urticaria,276,2
C0152251,86,618.0,444827008.0,Erythema of skin,3.0,89.0,1486,58767000,Toxic erythema (disorder),372,2
C0152251,86,830.0,86735004.0,Erythematous condition,3.0,89.0,1486,58767000,Toxic erythema (disorder),372,2
C0152251,369,402.0,277793006.0,Familial annular erythema,176.0,3.0,1486,58767000,Toxic erythema (disorder),372,2
C0152437,87,592.0,300859007.0,Mass of female genital structure,43.0,7.0,638,51195001,Placental polyp,382,1
C0152457,1534,424.0,231918006.0,Chalcosis of cornea,746.0,1.0,827,77103006,Kayser-Fleischer ring,774,1
C0152522,370,386.0,267060006.0,Diarrhea symptom,5.0,39.0,53,43240000,Diarrhea of presumed infectious origin,400,1
C0152522,370,489.0,398032003.0,Loose stool,5.0,39.0,53,43240000,Diarrhea of presumed infectious origin,400,1
C0153024,1259,411.0,22253000.0,Pain (finding),2.0,136.0,1207,17974002,Post-herpetic trigeminal neuralgia,1068,1
C0153136,88,645.0,47381006.0,Saber shin,309.0,2.0,1428,187350002,"[X]Other late congenital syphilis, symptomatic",1460,1
C0154232,1260,395.0,246871006.0,Bitot's spots,610.0,1.0,651,49340009,Vitamin A deficiency with Bitot's spot AND conjunctival xerosis,1069,1
C0154678,657,703.0,58593005.0,Athetoid movement,32.0,8.0,72,192864003,Other and unspecified extrapyramidal diseases and abnormal movement disorders (disorder),168,2
C0154678,657,703.0,58593005.0,Athetoid movement,32.0,8.0,1617,155003008,Other extrapyramidal disease and abnormal movement disorders (disorder),168,2
C0154678,964,52.0,230310003.0,Paroxysmal dystonia,89.0,4.0,72,192864003,Other and unspecified extrapyramidal diseases and abnormal movement disorders (disorder),168,2
C0154678,964,52.0,230310003.0,Paroxysmal dystonia,89.0,4.0,1617,155003008,Other extrapyramidal disease and abnormal movement disorders (disorder),168,2
C0154685,89,604.0,65605001.0,Edema of spinal cord,157.0,3.0,536,29774004,Vascular myelopathy,984,1
C0154702,1261,,,,,,1192,80420005,Monoplegia of lower limb,1375,1
C0154703,1827,718.0,249944006.0,Monoparesis - arm,805.0,1.0,99,41764006,Monoplegia of upper limb,494,1
C0154706,1262,285.0,39157001.0,Flaccid paralysis,431.0,1.0,394,194547008,[X]Other specified paralytic syndromes,41,4
C0154706,1828,544.0,111959008.0,Drummers' palsy,806.0,1.0,394,194547008,[X]Other specified paralytic syndromes,41,4
C0154706,658,525.0,76628006.0,Post-hemiplegic chorea,317.0,2.0,394,194547008,[X]Other specified paralytic syndromes,41,4
C0154706,965,3.0,66264000.0,Todd's paresis,478.0,1.0,394,194547008,[X]Other specified paralytic syndromes,41,4
C0154723,659,156.0,25064002.0,Headache (finding),4.0,59.0,1757,4473006,Migraine with aura,864,1
C0154728,1829,388.0,70784009.0,Meningeal irritation,492.0,1.0,1277,15758002,Disorder of meninges,1581,1
C0154731,966,411.0,22253000.0,Pain (finding),2.0,136.0,1358,43763009,Glossopharyngeal neuralgia,1203,1
C0154739,90,23.0,247389006.0,Intercostal neuralgia,98.0,4.0,1362,193122007,Other nerve root or plexus disorder,231,2
C0154739,90,23.0,247389006.0,Intercostal neuralgia,98.0,4.0,1363,194508006,[X]Other nerve root and plexus disorders,231,2
C0154739,1830,639.0,247393000.0,Ilioinguinal nerve neuralgia,48.0,7.0,1362,193122007,Other nerve root or plexus disorder,231,2
C0154739,1830,639.0,247393000.0,Ilioinguinal nerve neuralgia,48.0,7.0,1363,194508006,[X]Other nerve root and plexus disorders,231,2
C0154753,660,292.0,247387008.0,Cruralgia,113.0,4.0,1534,155079006,Other mononeuritis lower limb,1029,1
C0154830,1535,432.0,408413000.0,O/E - right eye proliferative diabetic retinopathy,347.0,2.0,1349,59276001,Proliferative diabetic retinopathy (disorder),270,2
C0154830,2131,202.0,408414006.0,O/E - left eye proliferative diabetic retinopathy,195.0,2.0,1349,59276001,Proliferative diabetic retinopathy (disorder),270,2
C0154836,2132,212.0,27838008.0,Retinal arteries silverwire,814.0,1.0,1606,193366002,Other intraretinal microvascular abnormality (disorder),968,1
C0154840,967,43.0,88032003.0,Amaurosis fugax,79.0,4.0,665,87224000,Transient arterial retinal occlusion,733,1
C0155006,661,235.0,64269007.0,Visual hallucinations,520.0,1.0,430,70042006,Psychophysical visual disturbance,27,5
C0155006,1537,240.0,247733004.0,Unformed visual hallucinations,386.0,1.0,430,70042006,Psychophysical visual disturbance,27,5
C0155006,1831,338.0,247734005.0,Formed visual hallucinations,493.0,1.0,430,70042006,Psychophysical visual disturbance,27,5
C0155006,1536,622.0,131182003.0,Visual alteration,30.0,9.0,430,70042006,Psychophysical visual disturbance,27,5
C0155006,371,368.0,285744009.0,Formed hallucinations of people,715.0,1.0,430,70042006,Psychophysical visual disturbance,27,5
C0155089,372,587.0,103626005.0,Diffuse inflammation,27.0,11.0,1353,17157001,Diffuse interstitial keratitis,850,1
C0155093,662,283.0,246925003.0,Vascularization of cornea,214.0,2.0,1296,4873000,Localized vascularization of cornea,865,1
C0155104,1832,838.0,91570002.0,Stahli's line,350.0,2.0,1281,18377001,Anterior corneal pigmentation,495,1
C0155170,663,250.0,300849006.0,Mass of eye structure,41.0,7.0,1350,193901000,Conjunctival cyst,708,1
C0155170,663,786.0,45177002.0,Swelling of structure of eye,41.0,7.0,1350,193901000,Conjunctival cyst,708,1
C0155171,1263,616.0,422928006.0,Mucus conjunctival discharge,792.0,1.0,1093,193903002,Other conjunctival disorders,178,2
C0155171,1538,434.0,423623006.0,Mucopurulent conjunctival discharge,544.0,1.0,1093,193903002,Other conjunctival disorders,178,2
C0155186,968,152.0,89871005.0,Rosenbach's sign,788.0,1.0,11,193969001,Other eyelid disorder NOS,239,2
C0155186,968,152.0,89871005.0,Rosenbach's sign,788.0,1.0,1095,155176001,Other eyelid disorders,239,2
C0155186,373,461.0,193967004.0,Swelling of eyelid (finding),776.0,1.0,11,193969001,Other eyelid disorder NOS,239,2
C0155186,373,461.0,193967004.0,Swelling of eyelid (finding),776.0,1.0,1095,155176001,Other eyelid disorders,239,2
C0155358,664,175.0,95798008.0,Scleral discoloration,131.0,3.0,589,194594000,[X]Other disorders of sclera,373,2
C0155358,664,175.0,95798008.0,Scleral discoloration,131.0,3.0,1241,194148005,Other scleral disorders NOS,373,2
C0155358,91,229.0,417021005.0,Sclerotomal pain,407.0,1.0,589,194594000,[X]Other disorders of sclera,373,2
C0155358,91,229.0,417021005.0,Sclerotomal pain,407.0,1.0,1241,194148005,Other scleral disorders NOS,373,2
C0155359,1833,555.0,231887005.0,Total scleral ectasia,494.0,1.0,56,111534007,Scleral staphyloma,950,1
C0155402,1539,104.0,300104005.0,Generalized tenderness in pinna,798.0,1.0,1341,41663005,Disorder of pinna,609,1
C0155502,1540,486.0,307674009.0,Benign paroxysmal positional vertigo nystagmus,116.0,3.0,809,111541001,Benign paroxysmal positional vertigo (disorder),1390,1
C0155503,969,304.0,399090003.0,Subjective vertigo,20.0,12.0,1681,38403006,Vertigo of central origin,144,2
C0155503,2133,579.0,51568001.0,Brain stem vertigo,699.0,1.0,1681,38403006,Vertigo of central origin,144,2
C0155527,665,28.0,162403009.0,Ear pressure sensation,521.0,1.0,1732,194697000,[X]Other disorders of ear,46,4
C0155527,665,28.0,162403009.0,Ear pressure sensation,521.0,1.0,1733,194384009,Other ear disorders,46,4
C0155527,665,236.0,103280006.0,Sensation of pressure in ear,521.0,1.0,1732,194697000,[X]Other disorders of ear,46,4
C0155527,665,236.0,103280006.0,Sensation of pressure in ear,521.0,1.0,1733,194384009,Other ear disorders,46,4
C0155527,1541,598.0,103281005.0,Sensation of blocked ears,747.0,1.0,1732,194697000,[X]Other disorders of ear,46,4
C0155527,1541,598.0,103281005.0,Sensation of blocked ears,747.0,1.0,1733,194384009,Other ear disorders,46,4
C0155527,374,252.0,300850006.0,Mass of ear structure,33.0,8.0,1732,194697000,[X]Other disorders of ear,46,4
C0155527,374,252.0,300850006.0,Mass of ear structure,33.0,8.0,1733,194384009,Other ear disorders,46,4
C0155527,92,722.0,300874009.0,Swelling of ear structure,462.0,1.0,1732,194697000,[X]Other disorders of ear,46,4
C0155527,92,722.0,300874009.0,Swelling of ear structure,462.0,1.0,1733,194384009,Other ear disorders,46,4
C0155796,93,268.0,237286004.0,Vulval varices in pregnancy,135.0,3.0,1121,48868008,Vulval varices,374,2
C0155796,1542,404.0,308135003.0,Genital varices in the puerperium,197.0,2.0,1121,48868008,Vulval varices,374,2
C0155803,2134,705.0,248711003.0,Prominent leg veins - symptom,402.0,1.0,513,195525003,Other specified diseases of circulatory system,1437,1
C0155825,375,521.0,162397003.0,Pain in throat,82.0,4.0,953,275488008,Sore throat - chronic,1154,1
C0155825,375,642.0,267102003.0,Sore throat symptom,82.0,4.0,953,275488008,Sore throat - chronic,1154,1
C0155872,1264,694.0,41851003.0,Bronchorrhea,611.0,1.0,175,61937009,Simple chronic bronchitis,218,2
